x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0																															
x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	2;1;1;0	y;y;0;0	y;y;0;0	y;y;0;0	2;1;1;0																																																																					
x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	2;1;1;0	y;y;0;0	y;y;0;0	y;y;0;0	2;1;1;0																																																																					
x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	2;1;1;0	y;y;0;0	y;y;0;0	y;y;0;0	2;1;1;0																																																																					
x;x;0;0	2;0;1;0	3;0;1;0	0;1;1;0	1;1;1;0	0;1;1;0	0;3;1;0	0;1;1;0	1;1;1;0	0;1;1;0	1;1;1;0	0;1;1;0	1;1;1;0	0;3;1;0	1;1;1;0	0;1;1;0	1;1;1;0	0;1;1;0	1;1;1;0	0;1;1;0	1;1;1;0	0;1;1;0	1;1;1;0	4;0;1;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	2;0;1;0	3;0;1;0	0;1;1;0	1;1;1;0	0;1;1;0	1;3;1;0	0;1;1;0	5;3;1;0	0;1;1;0	1;3;1;0	0;1;1;0	4;1;1;0	y;y;0;0	y;y;0;0	y;y;0;0	2;2;1;0	0;1;1;0	1;1;1;0	0;1;1;0	1;1;1;0	0;1;1;0	1;1;1;0	4;0;1;0																																																														
x;x;0;0	2;1;1;0	3;1;1;0	0;2;1;0	1;2;1;0	0;2;1;0	0;4;1;0	0;2;1;0	1;2;1;0	0;2;1;0	1;2;1;0	0;2;1;0	1;2;1;0	0;4;1;0	1;2;1;0	0;2;1;0	1;2;1;0	0;2;1;0	1;2;1;0	0;2;1;0	1;2;1;0	0;2;1;0	1;2;1;0	2;1;1;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	2;1;1;0	3;1;1;0	0;2;1;0	1;2;1;0	0;2;1;0	1;4;1;0	0;2;1;0	5;4;1;0	0;2;1;0	1;4;1;0	0;2;1;0	1;2;1;0	9;2;0;5	9;2;0;5	9;2;0;5	1;2;1;0	0;2;1;0	1;2;1;0	0;2;1;0	1;2;1;0	0;2;1;0	1;2;1;0	2;1;1;0																																																														
x;x;0;0	2;1;1;0	f;f;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	2;1;1;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	2;1;1;0	f;f;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	2;1;1;0																																																														
x;x;0;0	2;1;1;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	2;1;1;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	2;1;1;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	2;1;1;0																																																														
x;x;0;0	2;1;1;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	2;2;1;0	0;1;1;0	0;1;1;0	0;1;1;0	0;1;1;0	0;1;1;0	0;1;1;0	0;1;1;0	0;1;1;0	4;1;1;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	2;1;1;0																																																														
x;x;0;0	2;1;1;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	1;2;1;0	0;2;1;0	0;2;1;0	0;2;1;0	0;2;1;0	0;2;1;0	0;2;1;0	0;2;1;0	0;2;1;0	1;2;1;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	2;1;1;0																																																														
x;x;0;0	2;1;1;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	1;0;0;4	c;c;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	9;2;0;5	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	2;1;1;0																																																														
x;x;0;0	2;1;1;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	1;0;0;4	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	9;2;0;5	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	2;1;1;0																																																														
x;x;0;0	2;1;1;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	2;0;1;0	2;2;1;0	2;2;1;0	2;2;1;0	2;2;1;0	2;2;1;0	2;2;1;0	2;2;1;0	2;2;1;0	4;0;1;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	2;1;1;0																																																														
x;x;0;0	2;1;1;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	2;1;1;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	2;1;1;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	2;1;1;0																																																														
x;x;0;0	2;1;1;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	2;1;1;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	2;1;1;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	2;1;1;0																																																														
x;x;0;0	2;1;1;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	2;1;1;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	2;1;1;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	y;y;0;0	2;1;1;0																																																														
x;x;0;0	2;2;1;0	0;1;1;0	1;1;1;0	0;1;1;0	1;1;1;0	0;1;1;0	1;1;1;0	0;1;1;0	1;1;1;0	0;1;1;0	1;1;1;0	0;1;1;0	1;1;1;0	0;1;1;0	1;1;1;0	0;1;1;0	1;1;1;0	0;1;1;0	1;1;1;0	0;1;1;0	1;1;1;0	0;1;1;0	2;2;1;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	2;2;1;0	2;2;1;0	2;2;1;0	2;2;1;0	2;2;1;0	2;2;1;0	2;2;1;0	2;2;1;0	2;2;1;0	2;2;1;0	2;2;1;0	4;0;1;0	9;2;0;5	9;2;0;5	9;2;0;5	2;0;1;0	2;2;1;0	2;2;1;0	2;2;1;0	2;2;1;0	2;2;1;0	2;2;1;0	2;2;1;0																																																														
x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	2;1;1;0	v;v;0;0	y;y;0;0	y;y;0;0	2;1;1;0																																																																					
x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	2;1;1;0	y;y;0;0	y;y;0;0	y;y;0;0	2;1;1;0																																																																					
x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	2;1;1;0	y;y;0;0	y;y;0;0	y;y;0;0	2;1;1;0																																																																					
x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	2;1;1;0	y;y;0;0	y;y;0;0	y;y;0;0	2;1;1;0																																																																					
x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	2;1;1;0	y;y;0;0	y;y;0;0	y;y;0;0	2;1;1;0																																																																					
x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	2;1;1;0	y;y;0;0	y;y;0;0	y;y;0;0	2;1;1;0																																																																					
x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	2;1;1;0	y;y;0;0	y;y;0;0	y;y;0;0	2;1;1;0																																																																					
x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	2;1;1;0	y;y;0;0	y;y;0;0	y;y;0;0	2;1;1;0																																																																					
x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	2;1;1;0	y;y;0;0	y;y;0;0	y;y;0;0	2;1;1;0																																																																					
x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	2;1;1;0	y;y;0;0	y;y;0;0	y;y;0;0	2;1;1;0																																																																					
x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	2;1;1;0	y;y;0;0	y;y;0;0	y;y;0;0	2;1;1;0																																																																					
x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	2;1;1;0	y;y;0;0	y;y;0;0	y;y;0;0	2;1;1;0																																																																					
x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	2;0;1;0	3;0;1;0	8;3;1;0	1;1;1;0	0;1;1;0	1;1;1;0	0;1;1;0	1;1;1;0	0;1;1;0	1;1;1;0	0;1;1;0	4;1;1;0	y;y;0;0	y;y;0;0	y;y;0;0	2;2;1;0	0;1;1;0	1;1;1;0	0;1;1;0	1;1;1;0	8;3;1;0	1;1;1;0	4;0;1;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	2;0;1;0	3;0;1;0	8;3;1;0	1;1;1;0	0;1;1;0	1;1;1;0	0;1;1;0	1;1;1;0	0;1;1;0	1;1;1;0	0;1;1;0	1;1;1;0	0;1;1;0	1;1;1;0	0;1;1;0	1;1;1;0	0;1;1;0	1;1;1;0	0;1;1;0	1;1;1;0	8;3;1;0	1;1;1;0	4;0;1;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	x;x;0;0	2;0;1;0	3;0;1;0	8;3;1;0	1;1;1;0	0;1;1;0	1;1;1;0	0;1;1;0	1;1;1;0	0;1;1;0	1;1;1;0	0;1;1;0	1;1;1;0	0;1;1;0	1;1;1;0	0;1;1;0	1;1;1;0	0;1;1;0	1;1;1;0	0;1;1;0	1;1;1;0	8;3;1;0	1;1;1;0	4;0;1;0
